"시점","구군별(1)","연령별(1)",계,남자,여자
"2022.07","중구","65세 이상",11483,4881,6602
"2022.07","서구","65세 이상",28125,11930,16195
"2022.07","동구","65세 이상",24450,10239,14211
"2022.07","영도구","65세 이상",32555,13891,18664
"2022.07","부산진구","65세 이상",74137,32147,41990
"2022.07","동래구","65세 이상",54036,23736,30300
"2022.07","남구","65세 이상",56716,24549,32167
"2022.07","북구","65세 이상",54463,24370,30093
"2022.07","해운대구","65세 이상",75396,32601,42795
"2022.07","사하구","65세 이상",64502,28702,35800
"2022.07","금정구","65세 이상",51492,22490,29002
"2022.07","강서구","65세 이상",18617,8807,9810
"2022.07","연제구","65세 이상",43394,19159,24235
"2022.07","수영구","65세 이상",39935,17185,22750
"2022.07","사상구","65세 이상",42274,19048,23226
"2022.07","기장군","65세 이상",30505,13132,17373
"2022.08","중구","65세 이상",11526,4901,6625
"2022.08","서구","65세 이상",28271,11997,16274
"2022.08","동구","65세 이상",24558,10301,14257
"2022.08","영도구","65세 이상",32632,13930,18702
"2022.08","부산진구","65세 이상",74533,32334,42199
"2022.08","동래구","65세 이상",54308,23846,30462
"2022.08","남구","65세 이상",56867,24632,32235
"2022.08","북구","65세 이상",54819,24517,30302
"2022.08","해운대구","65세 이상",75801,32782,43019
"2022.08","사하구","65세 이상",64883,28868,36015
"2022.08","금정구","65세 이상",51734,22621,29113
"2022.08","강서구","65세 이상",18778,8892,9886
"2022.08","연제구","65세 이상",43598,19233,24365
"2022.08","수영구","65세 이상",40135,17269,22866
"2022.08","사상구","65세 이상",42499,19154,23345
"2022.08","기장군","65세 이상",30645,13200,17445
"2022.09","중구","65세 이상",11500,4893,6607
"2022.09","서구","65세 이상",28295,12011,16284
"2022.09","동구","65세 이상",24362,10254,14108
"2022.09","영도구","65세 이상",32629,13925,18704
"2022.09","부산진구","65세 이상",74596,32337,42259
"2022.09","동래구","65세 이상",54347,23864,30483
"2022.09","남구","65세 이상",56787,24586,32201
"2022.09","북구","65세 이상",55065,24642,30423
"2022.09","해운대구","65세 이상",75768,32745,43023
"2022.09","사하구","65세 이상",65028,28911,36117
"2022.09","금정구","65세 이상",51787,22648,29139
"2022.09","강서구","65세 이상",18796,8906,9890
"2022.09","연제구","65세 이상",43637,19232,24405
"2022.09","수영구","65세 이상",40244,17308,22936
"2022.09","사상구","65세 이상",42517,19141,23376
"2022.09","기장군","65세 이상",30816,13272,17544
"2022.10","중구","65세 이상",11522,4895,6627
"2022.10","서구","65세 이상",28416,12052,16364
"2022.10","동구","65세 이상",24447,10287,14160
"2022.10","영도구","65세 이상",32715,13958,18757
"2022.10","부산진구","65세 이상",75093,32547,42546
"2022.10","동래구","65세 이상",54554,23957,30597
"2022.10","남구","65세 이상",56900,24654,32246
"2022.10","북구","65세 이상",55399,24821,30578
"2022.10","해운대구","65세 이상",76055,32875,43180
"2022.10","사하구","65세 이상",65424,29097,36327
"2022.10","금정구","65세 이상",51962,22734,29228
"2022.10","강서구","65세 이상",18906,8943,9963
"2022.10","연제구","65세 이상",43824,19325,24499
"2022.10","수영구","65세 이상",40513,17411,23102
"2022.10","사상구","65세 이상",42742,19242,23500
"2022.10","기장군","65세 이상",30976,13338,17638
"2022.11","중구","65세 이상",11543,4904,6639
"2022.11","서구","65세 이상",28470,12078,16392
"2022.11","동구","65세 이상",24492,10313,14179
"2022.11","영도구","65세 이상",32824,14012,18812
"2022.11","부산진구","65세 이상",75577,32799,42778
"2022.11","동래구","65세 이상",54775,24055,30720
"2022.11","남구","65세 이상",57018,24729,32289
"2022.11","북구","65세 이상",55651,24956,30695
"2022.11","해운대구","65세 이상",76352,33034,43318
"2022.11","사하구","65세 이상",65691,29237,36454
"2022.11","금정구","65세 이상",52071,22789,29282
"2022.11","강서구","65세 이상",18999,8979,10020
"2022.11","연제구","65세 이상",43963,19386,24577
"2022.11","수영구","65세 이상",40689,17471,23218
"2022.11","사상구","65세 이상",42916,19329,23587
"2022.11","기장군","65세 이상",31137,13402,17735
"2022.12","중구","65세 이상",11578,4921,6657
"2022.12","서구","65세 이상",28536,12104,16432
"2022.12","동구","65세 이상",24568,10364,14204
"2022.12","영도구","65세 이상",32877,14046,18831
"2022.12","부산진구","65세 이상",75866,32912,42954
"2022.12","동래구","65세 이상",54994,24140,30854
"2022.12","남구","65세 이상",57108,24763,32345
"2022.12","북구","65세 이상",55881,25076,30805
"2022.12","해운대구","65세 이상",76657,33192,43465
"2022.12","사하구","65세 이상",65953,29383,36570
"2022.12","금정구","65세 이상",52234,22853,29381
"2022.12","강서구","65세 이상",19082,9018,10064
"2022.12","연제구","65세 이상",44175,19467,24708
"2022.12","수영구","65세 이상",40842,17535,23307
"2022.12","사상구","65세 이상",43141,19448,23693
"2022.12","기장군","65세 이상",31305,13471,17834
"2023.01","중구","65세 이상",11634,4949,6685
"2023.01","서구","65세 이상",28653,12150,16503
"2023.01","동구","65세 이상",24643,10407,14236
"2023.01","영도구","65세 이상",32970,14096,18874
"2023.01","부산진구","65세 이상",76225,33075,43150
"2023.01","동래구","65세 이상",55274,24294,30980
"2023.01","남구","65세 이상",57358,24874,32484
"2023.01","북구","65세 이상",56206,25245,30961
"2023.01","해운대구","65세 이상",77001,33349,43652
"2023.01","사하구","65세 이상",66338,29580,36758
"2023.01","금정구","65세 이상",52420,22941,29479
"2023.01","강서구","65세 이상",19199,9093,10106
"2023.01","연제구","65세 이상",44312,19512,24800
"2023.01","수영구","65세 이상",41049,17625,23424
"2023.01","사상구","65세 이상",43415,19590,23825
"2023.01","기장군","65세 이상",31536,13583,17953
"2023.02","중구","65세 이상",11667,4960,6707
"2023.02","서구","65세 이상",28722,12193,16529
"2023.02","동구","65세 이상",24683,10418,14265
"2023.02","영도구","65세 이상",33030,14133,18897
"2023.02","부산진구","65세 이상",76564,33232,43332
"2023.02","동래구","65세 이상",55547,24426,31121
"2023.02","남구","65세 이상",57516,24923,32593
"2023.02","북구","65세 이상",56466,25356,31110
"2023.02","해운대구","65세 이상",77311,33504,43807
"2023.02","사하구","65세 이상",66646,29719,36927
"2023.02","금정구","65세 이상",52625,23041,29584
"2023.02","강서구","65세 이상",19282,9133,10149
"2023.02","연제구","65세 이상",44458,19553,24905
"2023.02","수영구","65세 이상",41212,17691,23521
"2023.02","사상구","65세 이상",43644,19697,23947
"2023.02","기장군","65세 이상",31720,13670,18050
"2023.03","중구","65세 이상",11690,4972,6718
"2023.03","서구","65세 이상",28773,12199,16574
"2023.03","동구","65세 이상",24735,10433,14302
"2023.03","영도구","65세 이상",33147,14198,18949
"2023.03","부산진구","65세 이상",76864,33355,43509
"2023.03","동래구","65세 이상",55791,24505,31286
"2023.03","남구","65세 이상",57726,25009,32717
"2023.03","북구","65세 이상",56827,25520,31307
"2023.03","해운대구","65세 이상",77696,33644,44052
"2023.03","사하구","65세 이상",67040,29896,37144
"2023.03","금정구","65세 이상",52845,23147,29698
"2023.03","강서구","65세 이상",19411,9198,10213
"2023.03","연제구","65세 이상",44717,19642,25075
"2023.03","수영구","65세 이상",41456,17761,23695
"2023.03","사상구","65세 이상",43867,19796,24071
"2023.03","기장군","65세 이상",31876,13758,18118
"2023.04","중구","65세 이상",11710,4974,6736
"2023.04","서구","65세 이상",28845,12237,16608
"2023.04","동구","65세 이상",24754,10433,14321
"2023.04","영도구","65세 이상",33204,14244,18960
"2023.04","부산진구","65세 이상",77139,33482,43657
"2023.04","동래구","65세 이상",55986,24596,31390
"2023.04","남구","65세 이상",57862,25067,32795
"2023.04","북구","65세 이상",57066,25622,31444
"2023.04","해운대구","65세 이상",77924,33742,44182
"2023.04","사하구","65세 이상",67352,30022,37330
"2023.04","금정구","65세 이상",53025,23213,29812
"2023.04","강서구","65세 이상",19506,9253,10253
"2023.04","연제구","65세 이상",44870,19716,25154
"2023.04","수영구","65세 이상",41608,17831,23777
"2023.04","사상구","65세 이상",44106,19913,24193
"2023.04","기장군","65세 이상",32082,13845,18237
"2023.05","중구","65세 이상",11753,4986,6767
"2023.05","서구","65세 이상",28903,12258,16645
"2023.05","동구","65세 이상",24803,10433,14370
"2023.05","영도구","65세 이상",33234,14256,18978
"2023.05","부산진구","65세 이상",77431,33602,43829
"2023.05","동래구","65세 이상",56196,24684,31512
"2023.05","남구","65세 이상",58026,25133,32893
"2023.05","북구","65세 이상",57298,25719,31579
"2023.05","해운대구","65세 이상",78200,33891,44309
"2023.05","사하구","65세 이상",67617,30133,37484
"2023.05","금정구","65세 이상",53178,23273,29905
"2023.05","강서구","65세 이상",19585,9296,10289
"2023.05","연제구","65세 이상",45010,19776,25234
"2023.05","수영구","65세 이상",41739,17864,23875
"2023.05","사상구","65세 이상",44353,20011,24342
"2023.05","기장군","65세 이상",32239,13903,18336
"2023.06","중구","65세 이상",11796,4999,6797
"2023.06","서구","65세 이상",28945,12291,16654
"2023.06","동구","65세 이상",24894,10492,14402
"2023.06","영도구","65세 이상",33257,14272,18985
"2023.06","부산진구","65세 이상",77609,33654,43955
"2023.06","동래구","65세 이상",56293,24719,31574
"2023.06","남구","65세 이상",58112,25161,32951
"2023.06","북구","65세 이상",57485,25805,31680
"2023.06","해운대구","65세 이상",78346,33972,44374
"2023.06","사하구","65세 이상",67787,30212,37575
"2023.06","금정구","65세 이상",53310,23333,29977
"2023.06","강서구","65세 이상",19654,9326,10328
"2023.06","연제구","65세 이상",45119,19825,25294
"2023.06","수영구","65세 이상",41859,17904,23955
"2023.06","사상구","65세 이상",44476,20065,24411
"2023.06","기장군","65세 이상",32323,13962,18361
"2023.07","중구","65세 이상",11819,5018,6801
"2023.07","서구","65세 이상",29030,12328,16702
"2023.07","동구","65세 이상",25009,10544,14465
"2023.07","영도구","65세 이상",33361,14334,19027
"2023.07","부산진구","65세 이상",77825,33776,44049
"2023.07","동래구","65세 이상",56457,24789,31668
"2023.07","남구","65세 이상",58251,25212,33039
"2023.07","북구","65세 이상",57712,25926,31786
"2023.07","해운대구","65세 이상",78609,34060,44549
"2023.07","사하구","65세 이상",67926,30291,37635
"2023.07","금정구","65세 이상",53386,23360,30026
"2023.07","강서구","65세 이상",19728,9371,10357
"2023.07","연제구","65세 이상",45249,19853,25396
"2023.07","수영구","65세 이상",41968,17945,24023
"2023.07","사상구","65세 이상",44677,20160,24517
"2023.07","기장군","65세 이상",32419,13989,18430
"2023.08","중구","65세 이상",11859,5029,6830
"2023.08","서구","65세 이상",29095,12356,16739
"2023.08","동구","65세 이상",25091,10587,14504
"2023.08","영도구","65세 이상",33461,14379,19082
"2023.08","부산진구","65세 이상",78126,33895,44231
"2023.08","동래구","65세 이상",56676,24872,31804
"2023.08","남구","65세 이상",58401,25271,33130
"2023.08","북구","65세 이상",58037,26083,31954
"2023.08","해운대구","65세 이상",78900,34168,44732
"2023.08","사하구","65세 이상",68175,30398,37777
"2023.08","금정구","65세 이상",53573,23443,30130
"2023.08","강서구","65세 이상",19848,9435,10413
"2023.08","연제구","65세 이상",45394,19902,25492
"2023.08","수영구","65세 이상",42120,18025,24095
"2023.08","사상구","65세 이상",44986,20305,24681
"2023.08","기장군","65세 이상",32511,14023,18488
"2023.09","중구","65세 이상",11899,5049,6850
"2023.09","서구","65세 이상",29188,12390,16798
"2023.09","동구","65세 이상",25170,10627,14543
"2023.09","영도구","65세 이상",33562,14394,19168
"2023.09","부산진구","65세 이상",78547,34075,44472
"2023.09","동래구","65세 이상",56893,24970,31923
"2023.09","남구","65세 이상",58550,25323,33227
"2023.09","북구","65세 이상",58315,26205,32110
"2023.09","해운대구","65세 이상",79279,34346,44933
"2023.09","사하구","65세 이상",68450,30535,37915
"2023.09","금정구","65세 이상",53754,23509,30245
"2023.09","강서구","65세 이상",19987,9494,10493
"2023.09","연제구","65세 이상",45591,19996,25595
"2023.09","수영구","65세 이상",42244,18069,24175
"2023.09","사상구","65세 이상",45206,20398,24808
"2023.09","기장군","65세 이상",32651,14090,18561
"2023.10","중구","65세 이상",11922,5069,6853
"2023.10","서구","65세 이상",29279,12443,16836
"2023.10","동구","65세 이상",25198,10653,14545
"2023.10","영도구","65세 이상",33649,14448,19201
"2023.10","부산진구","65세 이상",78912,34238,44674
"2023.10","동래구","65세 이상",57170,25094,32076
"2023.10","남구","65세 이상",58756,25411,33345
"2023.10","북구","65세 이상",58657,26378,32279
"2023.10","해운대구","65세 이상",79621,34502,45119
"2023.10","사하구","65세 이상",68755,30684,38071
"2023.10","금정구","65세 이상",53906,23592,30314
"2023.10","강서구","65세 이상",20108,9559,10549
"2023.10","연제구","65세 이상",45809,20090,25719
"2023.10","수영구","65세 이상",42401,18127,24274
"2023.10","사상구","65세 이상",45469,20513,24956
"2023.10","기장군","65세 이상",32785,14154,18631
"2023.11","중구","65세 이상",11938,5068,6870
"2023.11","서구","65세 이상",29327,12465,16862
"2023.11","동구","65세 이상",25272,10688,14584
"2023.11","영도구","65세 이상",33683,14451,19232
"2023.11","부산진구","65세 이상",79221,34374,44847
"2023.11","동래구","65세 이상",57420,25195,32225
"2023.11","남구","65세 이상",58916,25478,33438
"2023.11","북구","65세 이상",58968,26544,32424
"2023.11","해운대구","65세 이상",79850,34628,45222
"2023.11","사하구","65세 이상",69019,30829,38190
"2023.11","금정구","65세 이상",54066,23648,30418
"2023.11","강서구","65세 이상",20192,9610,10582
"2023.11","연제구","65세 이상",45960,20147,25813
"2023.11","수영구","65세 이상",42487,18161,24326
"2023.11","사상구","65세 이상",45661,20601,25060
"2023.11","기장군","65세 이상",32920,14206,18714
"2023.12","중구","65세 이상",11983,5085,6898
"2023.12","서구","65세 이상",29412,12509,16903
"2023.12","동구","65세 이상",25335,10712,14623
"2023.12","영도구","65세 이상",33797,14520,19277
"2023.12","부산진구","65세 이상",79548,34494,45054
"2023.12","동래구","65세 이상",57638,25302,32336
"2023.12","남구","65세 이상",59119,25558,33561
"2023.12","북구","65세 이상",59277,26698,32579
"2023.12","해운대구","65세 이상",80145,34794,45351
"2023.12","사하구","65세 이상",69304,30970,38334
"2023.12","금정구","65세 이상",54200,23685,30515
"2023.12","강서구","65세 이상",20287,9662,10625
"2023.12","연제구","65세 이상",46314,20296,26018
"2023.12","수영구","65세 이상",42691,18246,24445
"2023.12","사상구","65세 이상",45897,20728,25169
"2023.12","기장군","65세 이상",33055,14260,18795
"2024.01","중구","65세 이상",12015,5114,6901
"2024.01","서구","65세 이상",29496,12534,16962
"2024.01","동구","65세 이상",25417,10741,14676
"2024.01","영도구","65세 이상",33934,14586,19348
"2024.01","부산진구","65세 이상",79892,34677,45215
"2024.01","동래구","65세 이상",57826,25366,32460
"2024.01","남구","65세 이상",59364,25644,33720
"2024.01","북구","65세 이상",59580,26855,32725
"2024.01","해운대구","65세 이상",80542,35003,45539
"2024.01","사하구","65세 이상",69669,31140,38529
"2024.01","금정구","65세 이상",54394,23787,30607
"2024.01","강서구","65세 이상",20409,9728,10681
"2024.01","연제구","65세 이상",46711,20456,26255
"2024.01","수영구","65세 이상",42837,18301,24536
"2024.01","사상구","65세 이상",46206,20882,25324
"2024.01","기장군","65세 이상",33197,14330,18867
"2024.02","중구","65세 이상",12046,5144,6902
"2024.02","서구","65세 이상",29560,12563,16997
"2024.02","동구","65세 이상",25470,10775,14695
"2024.02","영도구","65세 이상",34001,14621,19380
"2024.02","부산진구","65세 이상",80246,34802,45444
"2024.02","동래구","65세 이상",58007,25440,32567
"2024.02","남구","65세 이상",59630,25773,33857
"2024.02","북구","65세 이상",59917,26997,32920
"2024.02","해운대구","65세 이상",80822,35137,45685
"2024.02","사하구","65세 이상",70015,31300,38715
"2024.02","금정구","65세 이상",54624,23869,30755
"2024.02","강서구","65세 이상",20505,9779,10726
"2024.02","연제구","65세 이상",46968,20537,26431
"2024.02","수영구","65세 이상",42940,18334,24606
"2024.02","사상구","65세 이상",46431,21000,25431
"2024.02","기장군","65세 이상",33267,14368,18899
"2024.03","중구","65세 이상",12100,5158,6942
"2024.03","서구","65세 이상",29653,12605,17048
"2024.03","동구","65세 이상",25533,10792,14741
"2024.03","영도구","65세 이상",34136,14691,19445
"2024.03","부산진구","65세 이상",80710,34999,45711
"2024.03","동래구","65세 이상",58313,25584,32729
"2024.03","남구","65세 이상",59949,25900,34049
"2024.03","북구","65세 이상",60378,27187,33191
"2024.03","해운대구","65세 이상",81197,35290,45907
"2024.03","사하구","65세 이상",70327,31416,38911
"2024.03","금정구","65세 이상",54831,23960,30871
"2024.03","강서구","65세 이상",20657,9837,10820
"2024.03","연제구","65세 이상",47277,20661,26616
"2024.03","수영구","65세 이상",43121,18418,24703
"2024.03","사상구","65세 이상",46739,21142,25597
"2024.03","기장군","65세 이상",33453,14440,19013
"2024.04","중구","65세 이상",12134,5182,6952
"2024.04","서구","65세 이상",29737,12641,17096
"2024.04","동구","65세 이상",25582,10803,14779
"2024.04","영도구","65세 이상",34209,14717,19492
"2024.04","부산진구","65세 이상",81016,35102,45914
"2024.04","동래구","65세 이상",58544,25678,32866
"2024.04","남구","65세 이상",60092,25965,34127
"2024.04","북구","65세 이상",60624,27296,33328
"2024.04","해운대구","65세 이상",81457,35391,46066
"2024.04","사하구","65세 이상",70580,31503,39077
"2024.04","금정구","65세 이상",54989,24029,30960
"2024.04","강서구","65세 이상",20758,9888,10870
"2024.04","연제구","65세 이상",47442,20700,26742
"2024.04","수영구","65세 이상",43258,18471,24787
"2024.04","사상구","65세 이상",46970,21278,25692
"2024.04","기장군","65세 이상",33517,14464,19053
"2024.05","중구","65세 이상",12144,5186,6958
"2024.05","서구","65세 이상",29819,12661,17158
"2024.05","동구","65세 이상",25606,10818,14788
"2024.05","영도구","65세 이상",34311,14770,19541
"2024.05","부산진구","65세 이상",81341,35211,46130
"2024.05","동래구","65세 이상",58799,25793,33006
"2024.05","남구","65세 이상",60329,26064,34265
"2024.05","북구","65세 이상",60866,27410,33456
"2024.05","해운대구","65세 이상",81722,35513,46209
"2024.05","사하구","65세 이상",70874,31662,39212
"2024.05","금정구","65세 이상",55177,24106,31071
"2024.05","강서구","65세 이상",20827,9906,10921
"2024.05","연제구","65세 이상",47623,20762,26861
"2024.05","수영구","65세 이상",43387,18520,24867
"2024.05","사상구","65세 이상",47185,21377,25808
"2024.05","기장군","65세 이상",33632,14507,19125
"2024.06","중구","65세 이상",12166,5208,6958
"2024.06","서구","65세 이상",29880,12687,17193
"2024.06","동구","65세 이상",25634,10838,14796
"2024.06","영도구","65세 이상",34380,14792,19588
"2024.06","부산진구","65세 이상",81602,35301,46301
"2024.06","동래구","65세 이상",59016,25882,33134
"2024.06","남구","65세 이상",60523,26153,34370
"2024.06","북구","65세 이상",61118,27529,33589
"2024.06","해운대구","65세 이상",81944,35619,46325
"2024.06","사하구","65세 이상",71101,31739,39362
"2024.06","금정구","65세 이상",55298,24171,31127
"2024.06","강서구","65세 이상",20875,9935,10940
"2024.06","연제구","65세 이상",47792,20816,26976
"2024.06","수영구","65세 이상",43492,18550,24942
"2024.06","사상구","65세 이상",47351,21457,25894
"2024.06","기장군","65세 이상",33705,14520,19185
"2024.07","중구","65세 이상",12185,5212,6973
"2024.07","서구","65세 이상",29967,12706,17261
"2024.07","동구","65세 이상",25680,10872,14808
"2024.07","영도구","65세 이상",34424,14822,19602
"2024.07","부산진구","65세 이상",81884,35439,46445
"2024.07","동래구","65세 이상",59216,25971,33245
"2024.07","남구","65세 이상",60705,26236,34469
"2024.07","북구","65세 이상",61333,27628,33705
"2024.07","해운대구","65세 이상",82301,35786,46515
"2024.07","사하구","65세 이상",71361,31864,39497
"2024.07","금정구","65세 이상",55400,24220,31180
"2024.07","강서구","65세 이상",20977,9996,10981
"2024.07","연제구","65세 이상",47923,20842,27081
"2024.07","수영구","65세 이상",43577,18579,24998
"2024.07","사상구","65세 이상",47493,21519,25974
"2024.07","기장군","65세 이상",33801,14568,19233
"2024.08","중구","65세 이상",12197,5220,6977
"2024.08","서구","65세 이상",30081,12750,17331
"2024.08","동구","65세 이상",25727,10902,14825
"2024.08","영도구","65세 이상",34499,14864,19635
"2024.08","부산진구","65세 이상",82146,35569,46577
"2024.08","동래구","65세 이상",59427,26044,33383
"2024.08","남구","65세 이상",60867,26296,34571
"2024.08","북구","65세 이상",61609,27756,33853
"2024.08","해운대구","65세 이상",82609,35936,46673
"2024.08","사하구","65세 이상",71625,31980,39645
"2024.08","금정구","65세 이상",55642,24326,31316
"2024.08","강서구","65세 이상",21081,10049,11032
"2024.08","연제구","65세 이상",48125,20905,27220
"2024.08","수영구","65세 이상",43724,18638,25086
"2024.08","사상구","65세 이상",47668,21618,26050
"2024.08","기장군","65세 이상",33940,14644,19296
"2024.09","중구","65세 이상",12219,5236,6983
"2024.09","서구","65세 이상",30236,12826,17410
"2024.09","동구","65세 이상",25772,10934,14838
"2024.09","영도구","65세 이상",34568,14883,19685
"2024.09","부산진구","65세 이상",82377,35652,46725
"2024.09","동래구","65세 이상",59700,26163,33537
"2024.09","남구","65세 이상",61061,26383,34678
"2024.09","북구","65세 이상",61938,27906,34032
"2024.09","해운대구","65세 이상",82916,36090,46826
"2024.09","사하구","65세 이상",71895,32063,39832
"2024.09","금정구","65세 이상",55817,24404,31413
"2024.09","강서구","65세 이상",21179,10085,11094
"2024.09","연제구","65세 이상",48340,20991,27349
"2024.09","수영구","65세 이상",43867,18671,25196
"2024.09","사상구","65세 이상",47888,21723,26165
"2024.09","기장군","65세 이상",34035,14687,19348
"2024.10","중구","65세 이상",12219,5230,6989
"2024.10","서구","65세 이상",30355,12862,17493
"2024.10","동구","65세 이상",25818,10949,14869
"2024.10","영도구","65세 이상",34662,14922,19740
"2024.10","부산진구","65세 이상",82628,35743,46885
"2024.10","동래구","65세 이상",60194,26388,33806
"2024.10","남구","65세 이상",61256,26482,34774
"2024.10","북구","65세 이상",62267,28052,34215
"2024.10","해운대구","65세 이상",83310,36270,47040
"2024.10","사하구","65세 이상",72200,32194,40006
"2024.10","금정구","65세 이상",55986,24472,31514
"2024.10","강서구","65세 이상",21262,10118,11144
"2024.10","연제구","65세 이상",48509,21076,27433
"2024.10","수영구","65세 이상",43988,18691,25297
"2024.10","사상구","65세 이상",48105,21843,26262
"2024.10","기장군","65세 이상",34162,14741,19421
"2024.11","중구","65세 이상",12271,5258,7013
"2024.11","서구","65세 이상",30436,12894,17542
"2024.11","동구","65세 이상",25855,10960,14895
"2024.11","영도구","65세 이상",34691,14949,19742
"2024.11","부산진구","65세 이상",82777,35785,46992
"2024.11","동래구","65세 이상",60662,26598,34064
"2024.11","남구","65세 이상",61408,26543,34865
"2024.11","북구","65세 이상",62456,28128,34328
"2024.11","해운대구","65세 이상",83618,36384,47234
"2024.11","사하구","65세 이상",72494,32330,40164
"2024.11","금정구","65세 이상",56180,24576,31604
"2024.11","강서구","65세 이상",21343,10146,11197
"2024.11","연제구","65세 이상",48773,21185,27588
"2024.11","수영구","65세 이상",44121,18729,25392
"2024.11","사상구","65세 이상",48381,21984,26397
"2024.11","기장군","65세 이상",34266,14771,19495
"2024.12","중구","65세 이상",12289,5280,7009
"2024.12","서구","65세 이상",30568,12946,17622
"2024.12","동구","65세 이상",25923,10983,14940
"2024.12","영도구","65세 이상",34809,14997,19812
"2024.12","부산진구","65세 이상",83086,35899,47187
"2024.12","동래구","65세 이상",61085,26762,34323
"2024.12","남구","65세 이상",61734,26670,35064
"2024.12","북구","65세 이상",62843,28297,34546
"2024.12","해운대구","65세 이상",84047,36580,47467
"2024.12","사하구","65세 이상",72895,32481,40414
"2024.12","금정구","65세 이상",56402,24679,31723
"2024.12","강서구","65세 이상",21465,10210,11255
"2024.12","연제구","65세 이상",49080,21314,27766
"2024.12","수영구","65세 이상",44268,18752,25516
"2024.12","사상구","65세 이상",48713,22126,26587
"2024.12","기장군","65세 이상",34456,14838,19618
